STATE_NAME,NAMELSAD,lat,lon,geometry,
California,Mariposa County,37.58147017,-119.9059454,c(-119.905945409832, 37.5814701664909)
Missouri,Howard County,39.14243498,-92.69631745,c(-92.6963174536662, 39.1424349836045)
Oregon,Marion County,44.90359792,-122.583542,c(-122.583541958159, 44.9035979156262)
Wisconsin,Milwaukee County,43.01563942,-87.58052582,c(-87.5805258152881, 43.0156394155823)
Minnesota,Scott County,44.64848812,-93.53601557,c(-93.5360155720334, 44.6484881186364)
Ohio,Pickaway County,39.64189331,-83.02431084,c(-83.0243108417327, 39.6418933117721)
Virginia,Powhatan County,37.55020076,-77.91518945,c(-77.9151894483711, 37.5502007579999)
Colorado,Broomfield County,39.95412634,-105.0527108,c(-105.052710780302, 39.9541263400016)
Tennessee,Lawrence County,35.21712362,-87.39561253,c(-87.395612532783, 35.2171236197002)
Michigan,Antrim County,45.00736831,-85.17570147,c(-85.1757014738873, 45.0073683083551)
South Carolina,Marlboro County,34.60192623,-79.67860889,c(-79.6786088942505, 34.6019262283474)
Idaho,Benewah County,47.21751957,-116.6586461,c(-116.658646076689, 47.2175195662449)
Illinois,Lee County,41.74615726,-89.30034149,c(-89.3003414876377, 41.7461572607464)
Nebraska,Nemaha County,40.38763527,-95.84978267,c(-95.8497826656346, 40.387635267509)
North Carolina,Carteret County,34.86125649,-76.53642365,c(-76.5364236514385, 34.861256486003)
Kansas,Pottawatomie County,39.3789781,-96.34232665,c(-96.3423266546685, 39.3789780983102)
Michigan,Jackson County,42.24844874,-84.42343867,c(-84.4234386650016, 42.2484487364168)
Texas,Comal County,29.80816382,-98.27822722,c(-98.2782272192637, 29.8081638183762)
Massachusetts,Nantucket County,41.30127264,-70.12810388,c(-70.1281038786754, 41.3012726374698)
South Carolina,Bamberg County,33.21472553,-81.05417631,c(-81.0541763128301, 33.2147255314879)
Texas,Aransas County,28.08462083,-96.99151688,c(-96.991516875617, 28.084620832871)
Georgia,Berrien County,31.27596259,-83.22958228,c(-83.2295822779266, 31.2759625867562)
Indiana,Vermillion County,39.85349548,-87.46394512,c(-87.463945119064, 39.8534954763569)
Michigan,Roscommon County,44.33551999,-84.61159495,c(-84.6115949463123, 44.3355199922934)
North Carolina,Alleghany County,36.49156217,-81.12699909,c(-81.126999087866, 36.4915621691623)
California,Lassen County,40.67269943,-120.5932333,c(-120.593233290546, 40.6726994298016)
Virginia,Falls Church city,38.88472679,-77.17516264,c(-77.1751626440886, 38.8847267858677)
Florida,Manatee County,27.47559527,-82.39275663,c(-82.3927566347596, 27.475595268453)
Ohio,Muskingum County,39.96532125,-81.94431275,c(-81.9443127451282, 39.9653212527136)
Colorado,Chaffee County,38.74658834,-106.1937594,c(-106.193759409262, 38.7465883442397)
Colorado,Crowley County,38.32658729,-103.7848383,c(-103.784838314013, 38.3265872881433)
Colorado,Fremont County,38.47320658,-105.4394423,c(-105.439442291264, 38.4732065773276)
Mississippi,Pearl River County,30.76858648,-89.58986828,c(-89.5898682818856, 30.7685864839624)
Mississippi,Perry County,31.17181325,-88.99232232,c(-88.9923223206683, 31.1718132499471)
Nebraska,Custer County,41.39403471,-99.72611795,c(-99.7261179493239, 41.3940347090895)
Florida,Calhoun County,30.40595329,-85.19727914,c(-85.1972791418573, 30.4059532853632)
Kentucky,Kenton County,38.9333735,-84.53329962,c(-84.5332996170098, 38.9333734993033)
Iowa,Chickasaw County,43.05999518,-92.31766382,c(-92.3176638245767, 43.0599951767033)
Illinois,DeKalb County,41.8932135,-88.77032562,c(-88.7703256158765, 41.8932135044558)
Iowa,Hancock County,43.08180357,-93.73427394,c(-93.7342739433393, 43.0818035681164)
North Dakota,Stark County,46.81094737,-102.6551531,c(-102.655153110009, 46.8109473727521)
Michigan,Luce County,46.71277312,-85.56389799,c(-85.5638979901423, 46.7127731203117)
Oklahoma,Carter County,34.25085626,-97.28566578,c(-97.2856657766266, 34.2508562578535)
North Carolina,Pasquotank County,36.26493612,-76.24896366,c(-76.2489636596785, 36.2649361193424)
New Mexico,Taos County,36.57743603,-105.6310882,c(-105.631088237728, 36.5774360297487)
Mississippi,Bolivar County,33.79683484,-90.8807629,c(-90.8807629012272, 33.7968348372377)
Nevada,Nye County,38.03590529,-116.470058,c(-116.470058005572, 38.0359052918585)
Tennessee,Hawkins County,36.44119341,-82.94489218,c(-82.9448921814693, 36.4411934111664)
North Dakota,Bowman County,46.11282196,-103.520671,c(-103.520671029962, 46.1128219558123)
Pennsylvania,Fulton County,39.92519293,-78.11286198,c(-78.1128619844505, 39.9251929346628)
Louisiana,Lafayette Parish,30.20679597,-92.06390394,c(-92.0639039377139, 30.2067959674585)
Texas,Jack County,33.23334362,-98.17245064,c(-98.1724506389922, 33.2333436249834)
Illinois,Stark County,41.09334798,-89.79749728,c(-89.7974972807392, 41.0933479787196)
Oklahoma,Greer County,34.93568266,-99.56072114,c(-99.5607211446053, 34.9356826575113)
Texas,Hemphill County,35.83747079,-100.2704729,c(-100.270472944433, 35.8374707855348)
Idaho,Nez Perce County,46.32634356,-116.7506527,c(-116.750652661732, 46.3263435580014)
South Dakota,Walworth County,45.42992509,-100.0314356,c(-100.031435622682, 45.4299250905442)
California,Napa County,38.50619762,-122.3303805,c(-122.330380485973, 38.5061976208018)
Oklahoma,Cotton County,34.29018816,-98.3722875,c(-98.3722874991041, 34.290188156036)
Missouri,Washington County,37.96151746,-90.87738076,c(-90.8773807631687, 37.9615174567512)
New York,Cayuga County,43.00899429,-76.5737309,c(-76.5737309007644, 43.0089942912264)
Texas,Shackelford County,32.73587834,-99.35406697,c(-99.3540669722388, 32.7358783382233)
Texas,San Jacinto County,30.57941326,-95.16678604,c(-95.1667860382274, 30.5794132567718)
Iowa,Dubuque County,42.46875735,-90.88248518,c(-90.8824851830817, 42.4687573454103)
Virginia,Goochland County,37.72199865,-77.91550375,c(-77.9155037546863, 37.7219986497512)
Kansas,Sherman County,39.35136284,-101.7199823,c(-101.719982339026, 39.3513628418988)
Ohio,Richland County,40.77448986,-82.53635277,c(-82.5363527717527, 40.7744898645586)
Illinois,Adams County,39.98778431,-91.18840818,c(-91.1884081840194, 39.9877843096753)
Ohio,Champaign County,40.13770693,-83.76945682,c(-83.7694568185918, 40.1377069312879)
New Hampshire,Sullivan County,43.36106475,-72.22227185,c(-72.2222718456704, 43.3610647456536)
Illinois,Iroquois County,40.74703154,-87.82429939,c(-87.8242993944634, 40.7470315360825)
Iowa,Poweshiek County,41.68635923,-92.53146379,c(-92.5314637902393, 41.6863592309586)
Ohio,Wayne County,40.82880634,-81.88800827,c(-81.8880082733861, 40.8288063435409)
Georgia,Fayette County,33.41387142,-84.49425959,c(-84.4942595920926, 33.4138714156552)
Georgia,Hancock County,33.27037894,-83.00074079,c(-83.000740791687, 33.270378936613)
Texas,Kendall County,29.94463007,-98.71156299,c(-98.7115629912487, 29.9446300701995)
New York,Greene County,42.27655873,-74.12288182,c(-74.1228818176687, 42.2765587294252)
Virginia,Orange County,38.24626568,-78.01382526,c(-78.0138252599693, 38.2462656795371)
Oklahoma,McCurtain County,34.1148733,-94.77131471,c(-94.771314712759, 34.1148733044783)
Georgia,Tift County,31.45740765,-83.52658813,c(-83.5265881335659, 31.4574076523866)
Nebraska,Cass County,40.90978062,-96.14090153,c(-96.1409015339772, 40.9097806189705)
South Dakota,Kingsbury County,44.3696031,-97.4914765,c(-97.4914765018467, 44.369603102326)
Wyoming,Converse County,42.97124535,-105.5073864,c(-105.507386374881, 42.97124534524)
New York,Herkimer County,43.41724971,-74.96226915,c(-74.9622691535208, 43.4172497118032)
North Dakota,Logan County,46.45743961,-99.47741265,c(-99.4774126540631, 46.4574396053788)
Michigan,Gogebic County,46.49528601,-89.79340105,c(-89.7934010462397, 46.4952860113868)
Minnesota,Becker County,46.93473467,-95.67389211,c(-95.6738921097201, 46.9347346656382)
Alabama,Marshall County,34.36687268,-86.3066386,c(-86.306638599982, 34.3668726801654)
Tennessee,Union County,36.28784099,-83.83751014,c(-83.8375101373565, 36.2878409851707)
West Virginia,Mineral County,39.41469935,-78.94396269,c(-78.9439626898261, 39.4146993476419)
Wisconsin,Ashland County,46.69770605,-90.56605608,c(-90.5660560808125, 46.6977060470184)
Illinois,Ford County,40.59681011,-88.22333914,c(-88.2233391413797, 40.5968101066277)
North Dakota,Emmons County,46.2844873,-100.2386625,c(-100.238662496978, 46.2844872952228)
California,Shasta County,40.76372298,-122.0413808,c(-122.041380786595, 40.7637229838911)
Louisiana,Vermilion Parish,29.80925575,-92.30432012,c(-92.3043201217678, 29.8092557457038)
Arkansas,Randolph County,36.34146989,-91.02753413,c(-91.0275341287594, 36.3414698944945)
Wisconsin,Oneida County,45.70570179,-89.52160091,c(-89.5216009118694, 45.7057017920531)
Louisiana,East Carroll Parish,32.73235578,-91.23504943,c(-91.2350494284312, 32.7323557757136)
Louisiana,East Feliciana Parish,30.84508509,-91.04553713,c(-91.0455371313217, 30.8450850927715)
Louisiana,St. Bernard Parish,29.90486022,-89.30411405,c(-89.3041140478447, 29.9048602216771)
Texas,Wharton County,29.27775412,-96.22220334,c(-96.2222033373405, 29.2777541219618)
Texas,Floyd County,34.07229042,-101.3032353,c(-101.303235338848, 34.0722904165357)
Kentucky,Madison County,37.72010643,-84.27796771,c(-84.2779677120051, 37.720106434471)
Tennessee,Blount County,35.68716036,-83.92551143,c(-83.9255114282818, 35.6871603578043)
Montana,Gallatin County,45.53710491,-111.1706665,c(-111.170666542891, 45.5371049132234)
South Carolina,Darlington County,34.3324707,-79.95778495,c(-79.9577849464244, 34.3324707047613)
Alabama,Escambia County,31.12632138,-87.16161312,c(-87.1616131187389, 31.1263213823308)
Georgia,Haralson County,33.79421706,-85.21104115,c(-85.2110411485923, 33.7942170608908)
Kansas,Allen County,37.88569758,-95.3013953,c(-95.3013953044198, 37.8856975766149)
Illinois,Douglas County,39.76948647,-88.21736728,c(-88.2173672786399, 39.7694864662971)
Virginia,Greene County,38.29758847,-78.46683648,c(-78.4668364846201, 38.2975884727065)
Wisconsin,Waushara County,44.11320863,-89.24287828,c(-89.2428782808, 44.1132086316765)
Arkansas,Izard County,36.09479228,-91.91336655,c(-91.9133665462632, 36.0947922822183)
California,Monterey County,36.23945304,-121.306646,c(-121.306645965722, 36.2394530405611)
New Mexico,Grant County,32.73813589,-108.3822161,c(-108.382216106443, 32.7381358872806)
Missouri,Miller County,38.21444693,-92.42827185,c(-92.4282718461823, 38.2144469311607)
North Carolina,Wilkes County,36.20617071,-81.16303668,c(-81.1630366753757, 36.2061707071056)
Missouri,Platte County,39.38024792,-94.77361859,c(-94.7736185911365, 39.380247915119)
Missouri,Buchanan County,39.6597122,-94.80602021,c(-94.8060202069655, 39.659712202818)
Alabama,Limestone County,34.80998888,-86.9812896,c(-86.9812896015333, 34.8099888796695)
Indiana,Henry County,39.93098851,-85.39644881,c(-85.3964488073182, 39.9309885088344)
Nebraska,Polk County,41.18685049,-97.56852446,c(-97.5685244606154, 41.1868504941001)
Ohio,Ottawa County,41.59393131,-83.02008816,c(-83.0200881609299, 41.5939313119685)
Minnesota,Norman County,47.32650395,-96.45526086,c(-96.4552608622537, 47.3265039517233)
Iowa,Shelby County,41.68500704,-95.3101501,c(-95.3101500995643, 41.6850070365617)
Maryland,Carroll County,39.56275149,-77.02249854,c(-77.0224985431724, 39.562751491071)
Iowa,Benton County,42.08000389,-92.06573092,c(-92.0657309169744, 42.0800038931076)
Kentucky,Martin County,37.80153975,-82.51326654,c(-82.5132665381576, 37.8015397472133)
Minnesota,Chisago County,45.50226388,-92.90806827,c(-92.9080682725204, 45.5022638831928)
Kentucky,Owsley County,37.41919357,-83.68306685,c(-83.6830668537544, 37.4191935732093)
Pennsylvania,Bradford County,41.78862633,-76.5153713,c(-76.5153713046123, 41.7886263339959)
West Virginia,Hancock County,40.52179571,-80.57387744,c(-80.5738774373113, 40.5217957058527)
Missouri,Cole County,38.50534864,-92.28157491,c(-92.2815749079777, 38.5053486390926)
Michigan,Berrien County,41.99579099,-86.68550358,c(-86.6855035818595, 41.9957909915852)
Pennsylvania,Huntingdon County,40.4165196,-77.98121822,c(-77.9812182160526, 40.4165195987259)
Nebraska,Dawes County,42.71949801,-103.1353709,c(-103.135370870596, 42.7194980124559)
Virginia,Patrick County,36.67834544,-80.28436512,c(-80.2843651203626, 36.6783454430678)
Michigan,Montmorency County,45.02745845,-84.12721549,c(-84.127215491404, 45.0274584482271)
Michigan,Oscoda County,44.68166966,-84.12977253,c(-84.1297725276879, 44.68166965703)
New Mexico,Colfax County,36.60610275,-104.6468817,c(-104.646881743174, 36.60610275352)
Illinois,St. Clair County,38.47021927,-89.92825822,c(-89.9282582158596, 38.4702192657742)
Illinois,Washington County,38.35220115,-89.41051506,c(-89.4105150597656, 38.3522011513715)
Pennsylvania,Bedford County,40.00629138,-78.49048124,c(-78.4904812350137, 40.0062913771152)
Arkansas,Scott County,34.86075413,-94.06331174,c(-94.0633117371061, 34.8607541321236)
Kansas,Labette County,37.19123372,-95.29757734,c(-95.2975773360953, 37.1912337171311)
Pennsylvania,Lawrence County,40.99117132,-80.3347208,c(-80.3347208049142, 40.991171324385)
Ohio,Harrison County,40.29382387,-81.09115931,c(-81.0911593091377, 40.2938238683976)
North Carolina,Alexander County,35.92100921,-81.17705279,c(-81.1770527933962, 35.921009207588)
New Jersey,Cape May County,39.08497404,-74.85030054,c(-74.8503005414842, 39.0849740446348)
New Hampshire,Cheshire County,42.91917563,-72.25112617,c(-72.2511261730707, 42.9191756270351)
Minnesota,Marshall County,48.35875779,-96.36844739,c(-96.3684473892814, 48.3587577904756)
Virginia,King William County,37.7065594,-77.08824479,c(-77.0882447903382, 37.7065593971197)
Colorado,Huerfano County,37.68465682,-104.9605114,c(-104.960511374453, 37.6846568195248)
Texas,Karnes County,28.90564722,-97.85946546,c(-97.859465455999, 28.9056472240177)
Tennessee,Chester County,35.42175765,-88.61355571,c(-88.6135557111379, 35.4217576499564)
Illinois,Scott County,39.64406917,-90.47468331,c(-90.474683309548, 39.6440691736385)
Utah,Millard County,39.07351958,-113.1009777,c(-113.100977675348, 39.0735195815721)
Utah,Morgan County,41.08914918,-111.5734552,c(-111.573455244473, 41.0891491826949)
Texas,Kaufman County,32.59917241,-96.28778064,c(-96.2877806383252, 32.5991724077065)
Arizona,Greenlee County,33.21415464,-109.2400848,c(-109.24008477014, 33.2141546354865)
Arizona,Maricopa County,33.34826662,-112.4932414,c(-112.493241401903, 33.3482666174461)
Michigan,Ogemaw County,44.33485473,-84.12641347,c(-84.1264134697005, 44.3348547345429)
Tennessee,Jackson County,36.35917481,-85.67312877,c(-85.6731287680171, 36.3591748087087)
Illinois,Richland County,38.71232097,-88.0851285,c(-88.0851284994805, 38.7123209742472)
Alabama,Blount County,33.9808007,-86.56753926,c(-86.5675392579737, 33.9808006984401)
Montana,Liberty County,48.56060737,-111.0247793,c(-111.024779323193, 48.5606073745188)
Texas,Duval County,27.68099042,-98.50884294,c(-98.5088429428488, 27.6809904195081)
Missouri,Ralls County,39.5275846,-91.52214313,c(-91.5221431323783, 39.5275845964864)
Texas,Johnson County,32.37897499,-97.36657569,c(-97.3665756921486, 32.3789749906408)
Georgia,Clay County,31.62622734,-84.98002395,c(-84.9800239485905, 31.6262273384824)
Oregon,Grant County,44.49063342,-119.0075103,c(-119.007510340351, 44.4906334208092)
Oregon,Coos County,43.18450009,-124.0932517,c(-124.093251677781, 43.18450009081)
Texas,Franklin County,33.1754017,-95.21843134,c(-95.218431343105, 33.1754017015761)
New York,Warren County,43.56080946,-73.84605397,c(-73.8460539689073, 43.5608094587737)
Virginia,Madison County,38.41362801,-78.279145,c(-78.2791450027797, 38.4136280122649)
Oklahoma,Atoka County,34.37354625,-96.03806143,c(-96.0380614293961, 34.3735462509024)
Illinois,Menard County,40.02741179,-89.80222304,c(-89.8022230392123, 40.0274117908365)
Georgia,Bartow County,34.23761051,-84.84036252,c(-84.8403625215166, 34.2376105137557)
Florida,Lake County,28.76111522,-81.71168459,c(-81.7116845851342, 28.7611152249142)
Oklahoma,Okmulgee County,35.64646838,-95.96425209,c(-95.9642520903247, 35.6464683758304)
North Dakota,Sheridan County,47.57518125,-100.3456071,c(-100.345607123359, 47.5751812516485)
Indiana,Fulton County,41.04695485,-86.26360887,c(-86.2636088723293, 41.0469548517452)
Kansas,Johnson County,38.88373433,-94.8222975,c(-94.8222975048992, 38.8837343287096)
Maryland,Calvert County,38.53456083,-76.53039163,c(-76.5303916266485, 38.534560827373)
Wisconsin,Washburn County,45.89886303,-91.79120287,c(-91.7912028749045, 45.8988630339045)
Washington,Jefferson County,47.77740988,-123.5781805,c(-123.57818054983, 47.7774098833391)
Minnesota,Winona County,43.98687507,-91.77890413,c(-91.7789041255221, 43.9868750666036)
Mississippi,Warren County,32.35709612,-90.85217985,c(-90.8521798499765, 32.3570961202968)
Missouri,Andrew County,39.9834581,-94.80200604,c(-94.8020060414966, 39.9834581016716)
Missouri,Montgomery County,38.94132492,-91.47030638,c(-91.4703063817462, 38.9413249171546)
Kansas,Cherokee County,37.1692511,-94.84626669,c(-94.8462666878415, 37.1692511035327)
North Carolina,Halifax County,36.25741282,-77.65144905,c(-77.651449054586, 36.2574128174041)
New Mexico,Sandoval County,35.68810177,-106.8649921,c(-106.864992134425, 35.6881017657339)
Kentucky,Clay County,37.15962208,-83.71458901,c(-83.71458901142, 37.1596220788594)
Pennsylvania,Clinton County,41.2340122,-77.63758355,c(-77.6375835486879, 41.23401220137)
Oregon,Linn County,44.48898208,-122.5344707,c(-122.534470747741, 44.4889820805622)
Wisconsin,Lafayette County,42.66049888,-90.13171989,c(-90.1317198922636, 42.6604988760174)
Oklahoma,Washington County,36.71488236,-95.90437687,c(-95.9043768665766, 36.7148823620761)
West Virginia,Preston County,39.46909624,-79.66822389,c(-79.6682238902148, 39.4690962417792)
Wisconsin,Waupaca County,44.47027925,-88.9648831,c(-88.9648830963008, 44.4702792495531)
Texas,Edwards County,29.98246811,-100.3049605,c(-100.304960487785, 29.9824681120593)
Oregon,Lake County,42.79097822,-120.3840557,c(-120.384055662652, 42.7909782151906)
Missouri,Ozark County,36.64936179,-92.44466748,c(-92.4446674776537, 36.6493617934265)
Texas,Waller County,30.01060429,-95.98763136,c(-95.987631359344, 30.0106042901423)
Alabama,Monroe County,31.57065572,-87.36585728,c(-87.3658572794297, 31.5706557183419)
Vermont,Essex County,44.72703602,-71.73598149,c(-71.7359814937169, 44.7270360245054)
Virginia,Lunenburg County,36.94619789,-78.2404892,c(-78.2404892007461, 36.9461978894463)
North Dakota,Traill County,47.4540337,-97.16151291,c(-97.1615129119463, 47.4540337028976)
Georgia,Hall County,34.31679534,-83.81977283,c(-83.8197728325037, 34.3167953410996)
Georgia,Treutlen County,32.40388383,-82.56730832,c(-82.5673083213712, 32.4038838319551)
Georgia,Calhoun County,31.52920949,-84.62449794,c(-84.6244979408891, 31.5292094905449)
Wisconsin,Vilas County,46.05306157,-89.5146626,c(-89.5146625962855, 46.0530615685851)
Minnesota,Beltrami County,47.97249461,-94.93611507,c(-94.9361150675078, 47.9724946098966)
Maryland,Dorchester County,38.42239757,-76.08348527,c(-76.0834852697036, 38.4223975660305)
Pennsylvania,Columbia County,41.04834317,-76.40509194,c(-76.4050919425204, 41.048343174045)
Ohio,Clark County,39.91680143,-83.78384209,c(-83.7838420893071, 39.9168014308145)
Texas,Maverick County,28.74213006,-100.3142354,c(-100.314235355809, 28.742130060022)
Arizona,Pima County,32.09905637,-111.7891899,c(-111.789189869134, 32.0990563679128)
New Mexico,Cibola County,34.91309256,-108.0003633,c(-108.000363312354, 34.9130925631683)
New Jersey,Burlington County,39.87750834,-74.66773363,c(-74.6677336347129, 39.8775083408721)
Vermont,Rutland County,43.57991727,-73.03631267,c(-73.0363126723255, 43.5799172688553)
Georgia,Early County,31.32278203,-84.90371307,c(-84.9037130699645, 31.3227820318283)
Massachusetts,Dukes County,41.38881048,-70.69878354,c(-70.6987835364524, 41.3888104778688)
North Dakota,McHenry County,48.2338169,-100.6359525,c(-100.635952496254, 48.2338169029876)
Nebraska,Wayne County,42.20930613,-97.11918589,c(-97.1191858936671, 42.2093061310125)
North Dakota,LaMoure County,46.4570956,-98.53546324,c(-98.5354632445603, 46.4570955961945)
Idaho,Butte County,43.72220029,-113.1722505,c(-113.172250466491, 43.722200288381)
New Hampshire,Coos County,44.68813441,-71.30579165,c(-71.3057916476012, 44.6881344073197)
North Dakota,Kidder County,46.97949526,-99.77998009,c(-99.7799800947147, 46.9794952648411)
Texas,Kleberg County,27.42685008,-97.66839504,c(-97.6683950412358, 27.4268500799341)
Indiana,Porter County,41.50854255,-87.07330089,c(-87.0733008904485, 41.5085425483232)
Mississippi,Newton County,32.40019775,-89.11878481,c(-89.1187848101271, 32.4001977510996)
North Carolina,Sampson County,34.99129853,-78.37121859,c(-78.3712185916186, 34.9912985288622)
Tennessee,Moore County,35.28458754,-86.35876613,c(-86.3587661283485, 35.2845875447164)
Florida,Pinellas County,27.90383287,-82.79874499,c(-82.7987449861382, 27.9038328748748)
Illinois,Hamilton County,38.0814542,-88.53909975,c(-88.5390997489947, 38.0814542028067)
Arkansas,Perry County,34.94762767,-92.93145936,c(-92.9314593594262, 34.9476276735307)
Kansas,Cheyenne County,39.78578755,-101.7311042,c(-101.731104196784, 39.7857875540892)
Colorado,Delta County,38.86139362,-107.8632003,c(-107.863200283887, 38.8613936191606)
Iowa,Wayne County,40.73941333,-93.3273713,c(-93.3273712950856, 40.7394133251285)
Texas,Gaines County,32.74079463,-102.6351714,c(-102.635171434827, 32.7407946295505)
Alabama,Marion County,34.13651127,-87.88703913,c(-87.8870391281287, 34.1365112705855)
North Carolina,Watauga County,36.23110503,-81.69638034,c(-81.6963803427163, 36.2311050308437)
Virginia,Roanoke city,37.27848053,-79.95808495,c(-79.9580849485619, 37.2784805250521)
Texas,Martin County,32.30594292,-101.9512207,c(-101.951220744722, 32.3059429205212)
Texas,Bowie County,33.44579808,-94.42322619,c(-94.423226188875, 33.4457980826268)
Utah,Weber County,41.27005511,-111.9137269,c(-111.913726875347, 41.2700551080778)
Missouri,Marion County,39.80595315,-91.62232969,c(-91.6223296922445, 39.8059531516383)
New York,Jefferson County,43.99862684,-76.05314041,c(-76.0531404059764, 43.9986268426124)
Iowa,Jackson County,42.17176206,-90.57414368,c(-90.5741436795602, 42.1717620607942)
North Dakota,Nelson County,47.92139386,-98.19211652,c(-98.192116519528, 47.9213938557276)
New York,Clinton County,44.74593972,-73.67820462,c(-73.6782046168986, 44.7459397158768)
Colorado,Garfield County,39.60031332,-107.9052203,c(-107.905220306651, 39.6003133193379)
Missouri,Ray County,39.35226805,-93.98989105,c(-93.9898910467412, 39.3522680479781)
Ohio,Hocking County,39.4970497,-82.47930573,c(-82.4793057333978, 39.4970497046647)
Alabama,Lowndes County,32.15467988,-86.6500931,c(-86.6500930954008, 32.1546798758542)
Georgia,Candler County,32.40341262,-82.07367376,c(-82.0736737620136, 32.4034126227352)
Iowa,Linn County,42.07878412,-91.59902184,c(-91.5990218381257, 42.0787841175146)
California,Trinity County,40.64919698,-123.1140568,c(-123.114056828816, 40.6491969810192)
Georgia,Muscogee County,32.50995609,-84.8770365,c(-84.8770365044354, 32.5099560864619)
Mississippi,Tallahatchie County,33.95044291,-90.17334327,c(-90.1733432714082, 33.9504429140205)
Kansas,Atchison County,39.53176817,-95.31341375,c(-95.313413753758, 39.531768174357)
Texas,Andrews County,32.30510021,-102.6378152,c(-102.637815201253, 32.3051002141259)
Ohio,Miami County,40.05343055,-84.22884855,c(-84.2288485538788, 40.053430553671)
Texas,Potter County,35.40117958,-101.8940068,c(-101.894006792944, 35.4011795794983)
Oklahoma,Seminole County,35.16725917,-96.61555062,c(-96.6155506161241, 35.1672591670142)
South Carolina,Aiken County,33.54417998,-81.63491794,c(-81.6349179430264, 33.5441799780375)
California,Mendocino County,39.43218706,-123.4313211,c(-123.431321116663, 39.4321870582531)
Virginia,Chesapeake city,36.67771513,-76.30240236,c(-76.302402355528, 36.6777151288109)
Wyoming,Sweetwater County,41.65947412,-108.8804101,c(-108.880410066787, 41.6594741224602)
Texas,Garza County,33.17978705,-101.2984291,c(-101.298429053499, 33.1797870489925)
West Virginia,Hardy County,39.0074313,-78.85803339,c(-78.8580333946787, 39.0074312964306)
Wisconsin,Ozaukee County,43.365788,-87.59446855,c(-87.5944685478759, 43.3657880032247)
Tennessee,Sullivan County,36.51303902,-82.30420868,c(-82.3042086832994, 36.5130390247565)
South Carolina,Laurens County,34.48332903,-82.00561154,c(-82.0056115384631, 34.4833290333988)
Wyoming,Crook County,44.58802682,-104.5699392,c(-104.569939151405, 44.5880268164513)
Wisconsin,Sheboygan County,43.71994126,-87.63481123,c(-87.6348112342675, 43.7199412572616)
Massachusetts,Hampden County,42.13533946,-72.63151486,c(-72.631514858743, 42.1353394611167)
Texas,Caldwell County,29.83681173,-97.61987027,c(-97.6198702674045, 29.8368117305823)
Kansas,Cloud County,39.48026533,-97.64928122,c(-97.6492812167642, 39.4802653276883)
California,Inyo County,36.51004952,-117.4056271,c(-117.405627120756, 36.510049521885)
Alabama,Coosa County,32.93619441,-86.24762443,c(-86.2476244348856, 32.9361944108827)
Iowa,Dickinson County,43.37798342,-95.15083022,c(-95.1508302189356, 43.3779834162572)
Kentucky,Harlan County,36.85700443,-83.21816303,c(-83.2181630314994, 36.8570044263218)
Kansas,Geary County,39.00236185,-96.75237501,c(-96.7523750058417, 39.0023618514501)
Pennsylvania,Berks County,40.41625978,-75.92592409,c(-75.925924089854, 40.4162597780157)
Tennessee,Carter County,36.29264993,-82.12747888,c(-82.1274788786795, 36.2926499260797)
Minnesota,Lyon County,44.41330841,-95.83895839,c(-95.8389583869092, 44.4133084096208)
Virginia,Charlotte County,37.01149045,-78.66154065,c(-78.6615406459988, 37.0114904546664)
Tennessee,Washington County,36.29324022,-82.49745908,c(-82.4974590777447, 36.2932402187538)
South Carolina,Newberry County,34.28977404,-81.60012742,c(-81.6001274188829, 34.289774035063)
Virginia,Isle of Wight County,36.90662923,-76.70930234,c(-76.7093023443824, 36.9066292272592)
Oregon,Wheeler County,44.72563767,-120.0271655,c(-120.027165548766, 44.7256376732949)
Missouri,Butler County,36.71627165,-90.40646859,c(-90.4064685905626, 36.7162716544484)
Louisiana,Iberville Parish,30.25858443,-91.34923022,c(-91.3492302240451, 30.2585844288536)
Mississippi,Sharkey County,32.87956426,-90.81327529,c(-90.8132752854909, 32.8795642608952)
Virginia,Fauquier County,38.73839371,-77.80891999,c(-77.8089199906936, 38.7383937087925)
Virginia,Radford city,37.12289083,-80.55875308,c(-80.5587530821767, 37.1228908276153)
Nevada,Douglas County,38.91215908,-119.6158145,c(-119.615814500347, 38.9121590791883)
Florida,Franklin County,29.75385634,-84.80291313,c(-84.8029131338462, 29.7538563370813)
Indiana,Greene County,39.0363565,-86.9620415,c(-86.9620414978863, 39.0363565020237)
Indiana,Rush County,39.61985359,-85.46575841,c(-85.4657584112174, 39.6198535938272)
Wisconsin,Washington County,43.36835882,-88.23079033,c(-88.230790326269, 43.3683588188502)
Missouri,Laclede County,37.65826093,-92.59019534,c(-92.5901953399412, 37.6582609310003)
Pennsylvania,Mercer County,41.30211851,-80.25769283,c(-80.2576928312493, 41.3021185067966)
Arkansas,Craighead County,35.83091761,-90.63291995,c(-90.6329199496423, 35.8309176148749)
Missouri,Saline County,39.13676313,-93.20195781,c(-93.2019578127724, 39.1367631277035)
Illinois,White County,38.08740495,-88.17960651,c(-88.1796065097371, 38.0874049508512)
Illinois,De Witt County,40.17465423,-88.90414021,c(-88.9041402101367, 40.1746542326303)
Nevada,White Pine County,39.44103291,-114.90091,c(-114.900910045153, 39.4410329122634)
